0.000802,0.000299,0.000322,0.368324
0.000585,0.000491,0.000450,0.736648
0.000356,0.000776,0.000289,1.104972
0.001179,0.000938,0.000340,1.473297
0.000250,0.000408,0.000258,1.841621
0.000586,0.000633,0.000059,2.209945
0.000199,0.000801,0.000341,2.578269
0.000857,0.000582,0.000185,2.946593
0.000736,0.000779,0.000376,3.314917
0.000540,0.000766,0.000142,3.683241
0.000182,0.000518,0.000036,4.051565
0.000054,0.000648,0.000331,4.419889
0.000446,0.000724,0.000269,4.788214
0.000298,0.000768,0.000391,5.156538
0.000520,0.000571,0.000460,5.524862
0.000294,0.000543,0.000282,5.893187
0.000644,0.000054,0.000470,6.261511
0.000279,0.000232,0.000467,6.629835
0.000223,0.000220,0.000049,6.998159
0.000582,0.000587,0.000293,7.366484
0.000074,0.000975,0.000204,7.734808
0.000500,0.000879,0.000504,8.103132
0.000280,0.000523,0.000710,8.471457
0.001648,0.000196,0.001652,8.839781
0.001168,0.000646,0.000791,9.208105
0.000516,0.001292,0.001490,9.576429
0.001095,0.000714,0.000879,9.944754
0.000694,0.000771,0.000801,10.313078
0.000569,0.000473,0.000405,10.681402
0.001281,0.001072,0.000868,11.049726
0.000952,0.001273,0.000813,11.418051
0.001798,0.002163,0.004332,11.786375
0.002914,0.003413,0.001325,12.154699
0.004668,0.005848,0.003182,12.523024
0.001739,0.002398,0.002688,12.891348
0.001759,0.000809,0.000283,13.259672
0.000380,0.001291,0.001228,13.627996
0.000882,0.000393,0.001760,13.996321
0.001414,0.000670,0.000868,14.364645
0.000360,0.000301,0.000332,14.732969
0.000759,0.000893,0.000150,15.101294
0.000742,0.001108,0.000630,15.469618
0.001251,0.000694,0.000359,15.837942
0.000697,0.001270,0.000444,16.206266
0.000829,0.000627,0.000559,16.574591
0.002248,0.000696,0.000419,16.942915
0.003528,0.001099,0.000682,17.311239
0.001506,0.000706,0.000652,17.679564
0.000827,0.000645,0.000363,18.047888
0.001189,0.001371,0.000610,18.416212
0.000817,0.003617,0.001002,18.784536
0.003544,0.009062,0.003068,19.152861
0.001160,0.002066,0.000607,19.521185
0.000824,0.000793,0.000201,19.889509
0.000340,0.001768,0.000691,20.257833
0.000704,0.001002,0.000605,20.626158
0.001345,0.001200,0.000540,20.994482
0.000539,0.001274,0.000512,21.362806
0.001180,0.000751,0.000403,21.731131
0.000500,0.000823,0.000350,22.099455
0.002195,0.002016,0.000417,22.467779
0.004354,0.002002,0.000287,22.836103
0.003381,0.001062,0.000413,23.204428
0.003373,0.003196,0.000483,23.572752
0.004623,0.000363,0.000330,23.941076
0.005072,0.001381,0.000938,24.309401
0.005579,0.001810,0.000773,24.677725
0.004433,0.000905,0.000800,25.046049
0.003629,0.001480,0.000865,25.414373
0.002783,0.000175,0.000657,25.782698
0.000811,0.000418,0.000322,26.151022
0.000639,0.000374,0.000261,26.519346
0.000839,0.000530,0.000389,26.887671
0.000536,0.000396,0.000214,27.255995
0.000711,0.000850,0.000299,27.624319
0.000664,0.000396,0.000119,27.992643
0.001002,0.000337,0.000428,28.360968
0.000865,0.000308,0.000170,28.729292
0.000257,0.000753,0.000324,29.097616
0.000894,0.000356,0.000421,29.465940
0.000142,0.000311,0.000226,29.834265
0.000308,0.000191,0.000202,30.202589
0.000560,0.000238,0.000284,30.570913
0.001029,0.000177,0.000392,30.939238
0.000818,0.001116,0.000433,31.307562
0.000693,0.000984,0.000270,31.675886
0.000157,0.000386,0.000380,32.044209
0.000783,0.000626,0.000067,32.412533
0.000564,0.000554,0.000240,32.780857
0.000963,0.000161,0.000356,33.149181
0.001289,0.000519,0.000112,33.517506
0.001982,0.000993,0.000654,33.885830
0.002373,0.000792,0.000653,34.254154
0.002324,0.001420,0.000599,34.622478
0.000900,0.000726,0.000743,34.990803
0.001029,0.000036,0.000357,35.359127
0.001053,0.000706,0.000636,35.727451
0.001354,0.000197,0.000336,36.095776
0.000563,0.000332,0.000576,36.464100
0.001347,0.000173,0.000151,36.832424
0.001665,0.000577,0.000236,37.200748
0.002035,0.000357,0.000777,37.569073
0.000814,0.001140,0.000663,37.937397
0.000531,0.000967,0.000490,38.305721
0.000264,0.000867,0.000217,38.674046
0.000492,0.000769,0.000337,39.042370
0.001382,0.000521,0.000505,39.410694
0.001204,0.001027,0.000292,39.779018
0.000119,0.000205,0.000059,40.147343
0.000140,0.000309,0.000149,40.515667
0.001030,0.000558,0.000446,40.883991
0.000699,0.000460,0.000637,41.252316
0.000755,0.000267,0.000455,41.620640
0.000215,0.000546,0.000252,41.988964
0.000581,0.000597,0.000393,42.357288
0.000152,0.000157,0.000043,42.725613
0.000335,0.000181,0.000419,43.093937
0.000732,0.000032,0.000452,43.462261
0.000887,0.000183,0.000168,43.830585
0.000164,0.000248,0.000389,44.198910
0.000637,0.000570,0.000106,44.567234
0.001588,0.000243,0.000381,44.935558
0.002214,0.000485,0.000729,45.303883
0.004313,0.001545,0.001260,45.672207
0.007181,0.002977,0.001256,46.040531
0.012147,0.004416,0.002160,46.408855
0.012952,0.003720,0.002982,46.777180
0.012515,0.003688,0.002172,47.145504
0.007376,0.002719,0.001206,47.513828
0.004809,0.003201,0.001108,47.882153
0.004474,0.002908,0.000082,48.250477
0.007217,0.002519,0.000621,48.618801
0.004700,0.002761,0.000376,48.987125
0.002593,0.002791,0.000404,49.355450
0.003269,0.002996,0.000606,49.723774
0.001359,0.000373,0.000027,50.092098
0.001218,0.001812,0.000300,50.460423
0.002910,0.000980,0.000379,50.828747
0.001903,0.001348,0.000666,51.197071
0.001848,0.001226,0.000117,51.565395
0.001590,0.001191,0.000089,51.933720
0.001536,0.001252,0.000387,52.302044
0.001163,0.001369,0.000343,52.670368
0.001630,0.001840,0.000339,53.038692
0.001592,0.001528,0.000398,53.407017
0.001945,0.001654,0.000414,53.775341
0.001693,0.001385,0.000294,54.143665
0.001591,0.001760,0.000327,54.511990
0.001978,0.001626,0.000474,54.880314
0.002347,0.002073,0.000108,55.248638
0.000846,0.001705,0.000368,55.616962
0.003700,0.002054,0.000298,55.985287
0.003398,0.003359,0.000701,56.353611
0.002107,0.003009,0.001018,56.721935
0.003154,0.003529,0.000574,57.090260
0.003857,0.004826,0.000536,57.458584
0.005094,0.006181,0.000252,57.826908
0.009322,0.010271,0.000930,58.195232
0.018465,0.020980,0.001665,58.563557
0.041382,0.048387,0.004422,58.931881
0.024258,0.026239,0.002381,59.300205
0.011233,0.011812,0.001180,59.668530
0.006288,0.006245,0.000474,60.036854
0.003672,0.004161,0.000526,60.405178
0.002859,0.003392,0.000151,60.773502
0.002978,0.003074,0.000311,61.141827
0.002679,0.002015,0.000127,61.510151
0.001862,0.001892,0.000439,61.878475
0.000851,0.001420,0.000285,62.246799
0.000740,0.001643,0.000455,62.615124
0.001439,0.000815,0.000378,62.983448
0.001647,0.001591,0.000351,63.351772
0.001382,0.000948,0.000264,63.720097
0.000438,0.000933,0.000439,64.088417
0.000647,0.001123,0.000326,64.456741
0.000204,0.001023,0.000181,64.825066
0.001314,0.001022,0.000184,65.193390
0.000642,0.000419,0.000529,65.561714
0.000504,0.000522,0.000389,65.930038
0.001223,0.000851,0.000324,66.298363
0.000364,0.000256,0.000287,66.666687
0.000998,0.000532,0.000316,67.035011
0.000644,0.000713,0.000440,67.403336
0.000960,0.001073,0.000154,67.771660
0.001324,0.001682,0.000332,68.139984
0.000629,0.001185,0.000676,68.508308
0.000725,0.000925,0.000220,68.876633
0.000497,0.000234,0.000235,69.244957
0.000611,0.000318,0.000374,69.613281
0.000937,0.000627,0.000433,69.981606
0.000290,0.000052,0.000361,70.349930
0.001336,0.000545,0.000352,70.718254
0.000545,0.000315,0.000084,71.086578
0.000611,0.000211,0.000226,71.454903
0.000152,0.000107,0.000616,71.823227
0.001569,0.000660,0.000380,72.191551
0.000140,0.000225,0.000163,72.559875
0.001424,0.000439,0.000396,72.928200
0.000807,0.000352,0.000227,73.296524
0.000664,0.000179,0.000527,73.664848
0.000120,0.000362,0.000171,74.033173
0.000927,0.000316,0.000012,74.401497
0.000714,0.000510,0.000124,74.769821
0.000848,0.000219,0.000587,75.138145
0.000783,0.000194,0.000440,75.506470
0.000274,0.000260,0.000428,75.874794
0.000248,0.000163,0.000524,76.243118
0.001250,0.000230,0.000279,76.611443
0.000648,0.000487,0.000431,76.979767
0.001335,0.000330,0.000243,77.348091
0.000352,0.000500,0.000404,77.716415
0.001036,0.000386,0.000456,78.084740
0.000332,0.000115,0.000254,78.453064
0.001036,0.000224,0.000102,78.821388
0.000796,0.000328,0.000639,79.189713
0.000484,0.000642,0.000211,79.558037
0.000548,0.000604,0.000290,79.926361
0.001812,0.000134,0.000367,80.294685
0.000413,0.000346,0.000271,80.663010
0.001176,0.000664,0.000551,81.031334
0.002651,0.000731,0.000294,81.399658
0.002158,0.000604,0.000259,81.767982
0.001456,0.000296,0.000352,82.136307
0.001989,0.000341,0.000263,82.504631
0.001905,0.000813,0.000418,82.872955
0.000600,0.000334,0.000361,83.241280
0.002013,0.002335,0.000291,83.609604
0.003491,0.003191,0.000302,83.977928
0.001045,0.001011,0.000582,84.346252
0.000743,0.000116,0.000196,84.714577
0.001566,0.000183,0.000214,85.082901
0.000678,0.000180,0.000150,85.451225
0.001440,0.000603,0.000711,85.819550
0.001453,0.000392,0.000635,86.187874
0.000973,0.000249,0.000091,86.556198
0.000072,0.000180,0.000359,86.924522
0.000662,0.000695,0.000378,87.292847
0.000986,0.000288,0.000339,87.661171
0.000767,0.000352,0.000293,88.029495
0.000534,0.000266,0.000148,88.397820
0.000258,0.000363,0.000340,88.766144
0.001867,0.000555,0.000729,89.134468
0.000349,0.000569,0.000573,89.502792
0.001589,0.000871,0.000285,89.871117
0.000711,0.000596,0.000329,90.239441
0.001109,0.000271,0.000406,90.607765
0.001113,0.000406,0.000265,90.976089
0.001244,0.000375,0.000380,91.344414
0.000685,0.000760,0.000382,91.712738
0.002073,0.000578,0.000875,92.081062
0.002374,0.000473,0.001039,92.449387
0.000673,0.000361,0.000295,92.817711
0.001116,0.000428,0.000690,93.186035
0.000453,0.000881,0.000154,93.554359
0.000369,0.000702,0.000580,93.922684
0.002280,0.000435,0.000706,94.291008
0.001209,0.000979,0.000541,94.659332
0.001081,0.001073,0.000029,95.027657
0.001977,0.001363,0.000353,95.395981
0.003852,0.000601,0.000699,95.764305
0.002771,0.001469,0.000657,96.132629
0.004761,0.001400,0.000807,96.500954
0.001928,0.000714,0.000488,96.869278
0.001707,0.000215,0.000325,97.237602
0.000439,0.000415,0.000410,97.605927
0.000841,0.000442,0.000093,97.974251
0.001278,0.000599,0.000208,98.342575
0.000429,0.000378,0.000367,98.710899
0.000983,0.000364,0.000572,99.079224
0.001180,0.000760,0.000369,99.447548
